Date: 2013-05-10 Time: 15:14:52

Log statistics for channel: 0
Data frames: 10532
Error frames: 0
Overload frames: 0
Max bus load: 19%

Log statistics for channel: 1
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 2
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 3
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Ch	No	TIME	TYPE	ID	DLC	MSG
0	8973	8,2895	Std	8	1	[03]
0	8974	8,2897	Std	10	6	[00, 03, 01, EB, D3, 37]
0	8975	8,2937	Std	281	4	[01, D7, A7, 5D]
0	8976	8,2938	Std	0	1	[55]
0	8977	8,2941	Std	211	6	[01, 03, 01, EB, CE, 45]
0	8978	8,2946	Std	8	1	[03]
0	8979	8,2948	Std	10	6	[00, 03, 01, EB, D4, 8E]
0	8980	8,2987	Std	281	4	[01, D7, A7, 5D]
0	8981	8,2988	Std	0	1	[55]
0	8982	8,2991	Std	211	6	[02, 03, 01, EB, CF, 9C]
0	8983	8,2995	Std	8	1	[03]
0	8984	8,2997	Std	10	6	[00, 03, 01, EB, D5, E5]
0	8985	8,3037	Std	281	4	[01, D7, A7, 5D]
0	8986	8,3038	Std	0	1	[55]
0	8987	8,3041	Std	211	6	[00, 03, 01, EB, D0, F6]
0	8988	8,3045	Std	8	1	[03]
0	8989	8,3047	Std	10	6	[00, 03, 01, EB, D7, 3C]
0	8990	8,3087	Std	281	4	[01, D7, A7, 5D]
0	8991	8,3088	Std	0	1	[55]
0	8992	8,3091	Std	211	6	[02, 03, 01, EB, D2, 4D]
0	8993	8,3095	Std	8	1	[03]
0	8994	8,3097	Std	10	6	[00, 03, 01, EB, D8, 94]
0	8995	8,3099	Std	209	3	[03, FF, FF]
0	8996	8,3137	Std	281	4	[01, D7, A7, 5D]
0	8997	8,3138	Std	0	1	[55]
0	8998	8,3141	Std	211	6	[01, 03, 01, EB, D3, A4]
0	8999	8,3146	Std	8	1	[03]
0	9000	8,3148	Std	10	6	[00, 03, 01, EB, D9, EB]
0	9001	8,3187	Std	281	4	[01, D7, A7, 5D]
0	9002	8,3188	Std	0	1	[55]
0	9003	8,3191	Std	211	6	[02, 03, 01, EB, D4, FA]
0	9004	8,3195	Std	8	1	[03]
0	9005	8,3197	Std	10	6	[00, 03, 01, EB, DB, 42]
0	9006	8,3237	Std	281	4	[01, D7, A7, 5D]
0	9007	8,3238	Std	0	1	[55]
0	9008	8,3241	Std	211	6	[00, 03, 01, EB, D6, 52]
0	9009	8,3245	Std	8	1	[03]
0	9010	8,3247	Std	10	6	[00, 03, 01, EB, DC, 99]
0	9011	8,3287	Std	281	4	[01, D8, A7, 5D]
0	9012	8,3288	Std	0	1	[55]
0	9013	8,3291	Std	211	6	[02, 03, 01, EB, D7, A8]
0	9014	8,3295	Std	8	1	[03]
0	9015	8,3297	Std	10	6	[00, 03, 01, EB, DD, F0]
0	9016	8,3301	Std	209	3	[03, FF, FF]
0	9017	8,3337	Std	281	4	[01, D7, A7, 5D]
0	9018	8,3338	Std	0	1	[55]
0	9019	8,3341	Std	211	6	[01, 03, 01, EB, D8, FF]
0	9020	8,3346	Std	8	1	[03]
0	9021	8,3348	Std	10	6	[00, 03, 01, EB, DF, 48]
0	9022	8,3387	Std	281	4	[01, D7, A7, 5D]
0	9023	8,3388	Std	0	1	[55]
0	9024	8,3391	Std	211	6	[02, 03, 01, EB, DA, 55]
0	9025	8,3395	Std	8	1	[03]
0	9026	8,3397	Std	10	6	[00, 03, 01, EB, E0, 9F]
0	9027	8,3399	Std	410	4	[1D, 9D, 03, 41]
0	9028	8,3402	Std	411	4	[1D, 9D, 03, 41]
0	9029	8,3437	Std	281	4	[01, D7, A7, 5D]
0	9030	8,3438	Std	0	1	[55]
0	9031	8,3441	Std	211	6	[01, 03, 01, EB, DB, AE]
0	9032	8,3446	Std	8	1	[03]
0	9033	8,3448	Std	10	6	[00, 03, 01, EB, E1, F6]
0	9034	8,3487	Std	281	4	[01, D7, A7, 5D]
0	9035	8,3488	Std	0	1	[55]
0	9036	8,3491	Std	211	6	[02, 03, 01, EB, DD, 04]
0	9037	8,3495	Std	8	1	[03]
0	9038	8,3497	Std	10	6	[00, 03, 01, EB, E3, 4D]
0	9039	8,3505	Std	209	3	[03, FF, FF]
0	9040	8,3537	Std	281	4	[01, D7, A7, 5D]
0	9041	8,3538	Std	0	1	[55]
0	9042	8,3541	Std	211	6	[01, 03, 01, EB, DE, 5D]
0	9043	8,3546	Std	8	1	[03]
0	9044	8,3548	Std	10	6	[00, 03, 01, EB, E4, A5]
0	9045	8,3587	Std	281	4	[01, D7, A7, 5D]
0	9046	8,3588	Std	0	1	[55]
0	9047	8,3591	Std	211	6	[02, 03, 01, EB, DF, B4]
0	9048	8,3595	Std	8	1	[03]
0	9049	8,3597	Std	10	6	[00, 03, 01, EB, E5, FC]
0	9050	8,3637	Std	281	4	[01, D7, A7, 5D]
0	9051	8,3638	Std	0	1	[55]
0	9052	8,3641	Std	211	6	[00, 03, 01, EB, E1, 0D]
0	9053	8,3645	Std	8	1	[03]
0	9054	8,3647	Std	10	6	[00, 03, 01, EB, E7, 53]
0	9055	8,3687	Std	281	4	[01, D7, A7, 5D]
0	9056	8,3688	Std	0	1	[55]
0	9057	8,3691	Std	211	6	[02, 03, 01, EB, E2, 64]
0	9058	8,3695	Std	8	1	[03]
0	9059	8,3697	Std	10	6	[00, 03, 01, EB, E8, AA]
0	9060	8,3708	Std	209	3	[03, FF, FF]
0	9061	8,3737	Std	281	4	[01, D8, A7, 5E]
0	9062	8,3738	Std	0	1	[55]
0	9063	8,3741	Std	211	6	[01, 03, 01, EB, E3, BC]
0	9064	8,3746	Std	8	1	[03]
0	9065	8,3749	Std	10	6	[00, 03, 01, EB, EA, 01]
0	9066	8,3787	Std	281	4	[01, D7, A7, 5D]
0	9067	8,3788	Std	0	1	[55]
0	9068	8,3791	Std	211	6	[02, 03, 01, EB, E5, 13]
0	9069	8,3795	Std	8	1	[03]
0	9070	8,3797	Std	10	6	[00, 03, 01, EB, EB, 59]
0	9071	8,3837	Std	281	4	[01, D7, A7, 5D]
0	9072	8,3838	Std	0	1	[55]
0	9073	8,3841	Std	211	6	[01, 03, 01, EB, E6, 6A]
0	9074	8,3845	Std	8	1	[03]
0	9075	8,3847	Std	10	6	[00, 03, 01, EB, EC, B0]
0	9076	8,3887	Std	281	4	[01, D7, A7, 5D]
0	9077	8,3888	Std	0	1	[55]
0	9078	8,3891	Std	211	6	[02, 03, 01, EB, E7, BF]
0	9079	8,3895	Std	8	1	[03]
0	9080	8,3897	Std	10	6	[00, 03, 01, EB, EE, 07]
0	9081	8,3912	Std	209	3	[03, FF, FF]
0	9082	8,3937	Std	281	4	[01, D7, A7, 5D]
0	9083	8,3938	Std	0	1	[55]
0	9084	8,3941	Std	211	6	[01, 03, 01, EB, E9, 16]
0	9085	8,3946	Std	8	1	[03]
0	9086	8,3948	Std	10	6	[00, 03, 01, EB, EF, 5E]
0	9087	8,3987	Std	281	4	[01, D7, A7, 5D]
0	9088	8,3988	Std	0	1	[55]
0	9089	8,3991	Std	211	6	[02, 03, 01, EB, EA, 6C]
0	9090	8,3996	Std	8	1	[03]
0	9091	8,3998	Std	10	6	[00, 03, 01, EB, F0, B6]
0	9092	8,4037	Std	281	4	[01, D7, A7, 5D]
0	9093	8,4038	Std	0	1	[55]
0	9094	8,4041	Std	211	6	[01, 03, 01, EB, EB, C4]
0	9095	8,4046	Std	8	1	[03]
0	9096	8,4048	Std	10	6	[00, 03, 01, EB, F2, 0D]
0	9097	8,4049	Std	0	1	[55]
0	9098	8,4053	Std	211	6	[01, 03, 01, EB, EC, 16]
0	9099	8,4087	Std	281	4	[01, D7, A7, 5D]
0	9100	8,4095	Std	8	1	[03]
0	9101	8,4097	Std	10	6	[00, 03, 01, EB, F3, 64]
0	9102	8,4098	Std	0	1	[55]
0	9103	8,4101	Std	211	6	[03, 03, 01, EB, ED, 59]
0	9104	8,4116	Std	209	3	[03, FF, FF]
0	9105	8,4137	Std	281	4	[01, D7, A7, 5D]
0	9106	8,4152	Std	8	1	[03]
0	9107	8,4154	Std	10	6	[00, 03, 01, EB, F4, BB]
0	9108	8,4187	Std	281	4	[01, D7, A7, 5D]
0	9109	8,4194	Std	0	1	[55]
0	9110	8,4197	Std	211	6	[08, 03, 01, EB, F0, 44]
0	9111	8,4202	Std	8	1	[03]
0	9112	8,4204	Std	10	6	[00, 03, 01, EB, F6, 12]
0	9113	8,4237	Std	281	4	[01, D7, A7, 5D]
0	9114	8,4244	Std	0	1	[55]
0	9115	8,4247	Std	211	6	[04, 03, 01, EB, F2, 11]
0	9116	8,4252	Std	8	1	[03]
0	9117	8,4254	Std	10	6	[00, 03, 01, EB, F7, 6A]
0	9118	8,4287	Std	281	4	[01, D7, A7, 5D]
0	9119	8,4294	Std	0	1	[55]
0	9120	8,4297	Std	211	6	[1F, 03, 01, EB, F3, 9C]
0	9121	8,4302	Std	8	1	[03]
0	9122	8,4304	Std	10	6	[00, 03, 01, EB, F8, C1]
0	9123	8,4321	Std	209	3	[03, 12, 7A]
0	9124	8,4337	Std	281	4	[01, D7, A7, 5D]
0	9125	8,4344	Std	0	1	[55]
0	9126	8,4347	Std	211	6	[02, 03, 01, EB, F4, 9E]
0	9127	8,4352	Std	80	1	[01]
0	9128	8,4353	Std	8	1	[03]
0	9129	8,4356	Std	10	6	[00, 03, 01, EB, FA, 18]
0	9130	8,4387	Std	281	4	[01, D8, A7, 5D]
0	9131	8,4394	Std	0	1	[55]
0	9132	8,4397	Std	211	6	[06, 03, 01, EB, F5, 95]
0	9133	8,4402	Std	8	1	[03]
0	9134	8,4404	Std	10	6	[00, 03, 01, EB, FB, 6F]
0	9135	8,4437	Std	281	4	[01, D7, A7, 5D]
0	9136	8,4444	Std	0	1	[55]
0	9137	8,4447	Std	211	6	[03, 03, 01, EB, F6, C8]
0	9138	8,4452	Std	8	1	[03]
0	9139	8,4454	Std	10	6	[00, 03, 01, EB, FC, C7]
0	9140	8,4456	Std	410	4	[1D, 9D, 03, 34]
0	9141	8,4458	Std	411	4	[1D, 9D, 03, 34]
0	9142	8,4487	Std	281	4	[01, D7, A7, 5D]
0	9143	8,4494	Std	0	1	[55]
0	9144	8,4497	Std	211	6	[02, 03, 01, EB, F8, 04]
0	9145	8,4502	Std	8	1	[03]
0	9146	8,4504	Std	10	6	[00, 03, 01, EB, FE, 1E]
0	9147	8,4525	Std	209	3	[03, 11, C4]
0	9148	8,4537	Std	281	4	[01, D7, A7, 5D]
0	9149	8,4544	Std	0	1	[55]
0	9150	8,4547	Std	211	6	[08, 03, 01, EB, F9, 2E]
0	9151	8,4552	Std	8	1	[03]
0	9152	8,4554	Std	10	6	[00, 03, 01, EB, FF, 75]
0	9153	8,4587	Std	281	4	[01, D7, A7, 5D]
0	9154	8,4594	Std	0	1	[55]
0	9155	8,4597	Std	211	6	[05, 03, 01, EB, FA, 72]
0	9156	8,4602	Std	8	1	[03]
0	9157	8,4604	Std	10	6	[00, 03, 01, EC, 00, CC]
0	9158	8,4606	Std	408	4	[00, 63, 00, 16]
0	9159	8,4610	Std	409	4	[00, 16, 00, B7]
0	9160	8,4637	Std	281	4	[01, D7, A7, 5D]
0	9161	8,4644	Std	0	1	[55]
0	9162	8,4647	Std	211	6	[03, 03, 01, EB, FB, D0]
0	9163	8,4652	Std	8	1	[03]
0	9164	8,4654	Std	10	6	[00, 03, 01, EC, 02, 23]
0	9165	8,4687	Std	281	4	[01, D7, A7, 5D]
0	9166	8,4694	Std	0	1	[55]
0	9167	8,4697	Std	211	6	[01, 03, 01, EB, FD, 29]
0	9168	8,4702	Std	8	1	[03]
0	9169	8,4704	Std	10	6	[00, 03, 01, EC, 03, 7B]
0	9170	8,4728	Std	209	3	[03, 11, C0]
0	9171	8,4737	Std	281	4	[01, D7, A7, 5D]
0	9172	8,4744	Std	0	1	[55]
0	9173	8,4747	Std	211	6	[04, 03, 01, EB, FE, 7A]
0	9174	8,4752	Std	8	1	[03]
0	9175	8,4754	Std	10	6	[00, 03, 01, EC, 04, D2]
0	9176	8,4787	Std	281	4	[01, D7, A7, 5D]
0	9177	8,4794	Std	0	1	[55]
0	9178	8,4797	Std	211	6	[00, 03, 01, EB, FF, D9]
0	9179	8,4802	Std	8	1	[03]
0	9180	8,4804	Std	10	6	[00, 03, 01, EC, 06, 29]
0	9181	8,4806	Std	410	4	[FF, 1C, 00, 00]
0	9182	8,4808	Std	411	4	[FF, 1C, 03, DD]
0	9183	8,4837	Std	281	4	[01, D7, A7, 5D]
0	9184	8,4844	Std	0	1	[55]
0	9185	8,4847	Std	211	6	[01, 03, 01, EC, 01, 38]
0	9186	8,4852	Std	8	1	[03]
0	9187	8,4855	Std	10	6	[00, 03, 01, EC, 07, 80]
0	9188	8,4887	Std	281	4	[01, D7, A7, 5D]
0	9189	8,4894	Std	0	1	[55]
0	9190	8,4897	Std	211	6	[01, 03, 01, EC, 02, 8F]
0	9191	8,4902	Std	8	1	[03]
0	9192	8,4904	Std	10	6	[00, 03, 01, EC, 08, D7]
0	9193	8,4933	Std	209	3	[03, 12, 15]
0	9194	8,4937	Std	281	4	[01, D7, A7, 5D]
0	9195	8,4944	Std	0	1	[55]
0	9196	8,4947	Std	211	6	[03, 03, 01, EC, 03, E4]
0	9197	8,4952	Std	8	1	[03]
0	9198	8,4955	Std	10	6	[00, 03, 01, EC, 0A, 2F]
0	9199	8,4987	Std	281	4	[01, D7, A7, 5D]
0	9200	8,4994	Std	0	1	[55]
0	9201	8,4997	Std	211	6	[00, 03, 01, EC, 05, 40]
0	9202	8,5002	Std	8	1	[03]
0	9203	8,5004	Std	10	6	[00, 03, 01, EC, 0B, 86]
0	9204	8,5037	Std	281	4	[01, D7, A7, 5D]
0	9205	8,5044	Std	0	1	[55]
0	9206	8,5047	Std	211	6	[02, 03, 01, EC, 06, 95]
0	9207	8,5052	Std	8	1	[03]
0	9208	8,5054	Std	10	6	[00, 03, 01, EC, 0C, DD]
0	9209	8,5087	Std	281	4	[01, D7, A7, 5E]
0	9210	8,5094	Std	0	1	[55]
0	9211	8,5097	Std	211	6	[02, 03, 01, EC, 07, E7]
0	9212	8,5102	Std	8	1	[03]
0	9213	8,5104	Std	10	6	[00, 03, 01, EC, 0E, 34]
0	9214	8,5136	Std	209	3	[03, 13, 74]
0	9215	8,5138	Std	281	4	[01, D7, A7, 5D]
0	9216	8,5144	Std	0	1	[55]
0	9217	8,5147	Std	211	6	[03, 03, 01, EC, 09, 3E]
0	9218	8,5152	Std	8	1	[03]
0	9219	8,5154	Std	10	6	[00, 03, 01, EC, 0F, 8C]
0	9220	8,5187	Std	281	4	[01, D8, A7, 5D]
0	9221	8,5194	Std	0	1	[55]
0	9222	8,5197	Std	211	6	[00, 03, 01, EC, 0A, 9A]
0	9223	8,5202	Std	8	1	[03]
0	9224	8,5204	Std	10	6	[00, 03, 01, EC, 10, E3]
0	9225	8,5237	Std	281	4	[01, D7, A7, 5D]
0	9226	8,5244	Std	0	1	[55]
0	9227	8,5247	Std	211	6	[02, 03, 01, EC, 0B, EF]
0	9228	8,5252	Std	8	1	[03]
0	9229	8,5254	Std	10	6	[00, 03, 01, EC, 12, 3A]
0	9230	8,5287	Std	281	4	[01, D7, A7, 5E]
0	9231	8,5294	Std	0	1	[55]
0	9232	8,5297	Std	211	6	[01, 03, 01, EC, 0D, 46]
0	9233	8,5302	Std	8	1	[03]
0	9234	8,5304	Std	10	6	[00, 03, 01, EC, 13, 91]
0	9235	8,5337	Std	281	4	[01, D7, A7, 5D]
0	9236	8,5340	Std	209	3	[03, FF, FF]
0	9237	8,5344	Std	0	1	[55]
0	9238	8,5347	Std	211	6	[02, 03, 01, EC, 0E, A0]
0	9239	8,5352	Std	8	1	[03]
0	9240	8,5354	Std	10	6	[00, 03, 01, EC, 14, E8]
0	9241	8,5387	Std	281	4	[01, D7, A7, 5D]
0	9242	8,5394	Std	0	1	[55]
0	9243	8,5397	Std	211	6	[00, 03, 01, EC, 0F, FA]
0	9244	8,5402	Std	8	1	[03]
0	9245	8,5404	Std	10	6	[00, 03, 01, EC, 16, 40]
0	9246	8,5437	Std	281	4	[01, D7, A7, 5E]
0	9247	8,5444	Std	0	1	[55]
0	9248	8,5447	Std	211	6	[02, 03, 01, EC, 11, 4E]
0	9249	8,5452	Std	8	1	[03]
0	9250	8,5454	Std	10	6	[00, 03, 01, EC, 17, 97]
0	9251	8,5487	Std	281	4	[01, D7, A7, 5D]
0	9252	8,5494	Std	0	1	[55]
0	9253	8,5497	Std	211	6	[01, 03, 01, EC, 12, A6]
0	9254	8,5502	Std	8	1	[03]
0	9255	8,5504	Std	10	6	[00, 03, 01, EC, 18, EE]
0	9256	8,5506	Std	410	4	[1D, 9D, 03, 3E]
0	9257	8,5508	Std	411	4	[1D, 9D, 03, 3E]
0	9258	8,5537	Std	281	4	[01, D7, A7, 5D]
0	9259	8,5544	Std	0	1	[55]
0	9260	8,5546	Std	209	3	[03, FF, FF]
0	9261	8,5548	Std	211	6	[01, 03, 01, EC, 13, FD]
0	9262	8,5552	Std	8	1	[03]
0	9263	8,5555	Std	10	6	[00, 03, 01, EC, 1A, 45]
0	9264	8,5587	Std	281	4	[01, D7, A7, 5D]
0	9265	8,5594	Std	0	1	[55]
0	9266	8,5597	Std	211	6	[01, 03, 01, EC, 15, 54]
0	9267	8,5602	Std	8	1	[03]
0	9268	8,5604	Std	10	6	[00, 03, 01, EC, 1B, 9D]
0	9269	8,5637	Std	281	4	[01, D7, A7, 5D]
0	9270	8,5644	Std	0	1	[55]
0	9271	8,5647	Std	211	6	[02, 03, 01, EC, 16, A9]
0	9272	8,5652	Std	8	1	[03]
0	9273	8,5654	Std	10	6	[00, 03, 01, EC, 1C, F4]
0	9274	8,5687	Std	281	4	[01, D7, A7, 5D]
0	9275	8,5694	Std	0	1	[55]
0	9276	8,5697	Std	211	6	[01, 03, 01, EC, 18, 01]
0	9277	8,5702	Std	8	1	[03]
0	9278	8,5704	Std	10	6	[00, 03, 01, EC, 1E, 4B]
0	9279	8,5737	Std	281	4	[01, D7, A7, 5D]
0	9280	8,5744	Std	0	1	[55]
0	9281	8,5747	Std	211	6	[02, 03, 01, EC, 19, 59]
0	9282	8,5749	Std	209	3	[03, FF, FF]
0	9283	8,5752	Std	8	1	[03]
0	9284	8,5754	Std	10	6	[00, 03, 01, EC, 1F, A2]
0	9285	8,5787	Std	281	4	[01, D7, A7, 5D]
0	9286	8,5794	Std	0	1	[55]
0	9287	8,5797	Std	211	6	[01, 03, 01, EC, 1A, B1]
0	9288	8,5802	Std	8	1	[03]
0	9289	8,5804	Std	10	6	[00, 03, 01, EC, 20, F9]
0	9290	8,5837	Std	281	4	[01, D7, A7, 5D]
0	9291	8,5844	Std	0	1	[55]
0	9292	8,5847	Std	211	6	[02, 03, 01, EC, 1C, 07]
0	9293	8,5852	Std	8	1	[03]
0	9294	8,5854	Std	10	6	[00, 03, 01, EC, 22, 51]
0	9295	8,5887	Std	281	4	[01, D7, A7, 5D]
0	9296	8,5894	Std	0	1	[55]
0	9297	8,5897	Std	211	6	[01, 03, 01, EC, 1D, 60]
0	9298	8,5902	Std	8	1	[03]
0	9299	8,5904	Std	10	6	[00, 03, 01, EC, 23, A8]
0	9300	8,5937	Std	281	4	[01, D7, A7, 5D]
0	9301	8,5944	Std	0	1	[55]
0	9302	8,5947	Std	211	6	[02, 03, 01, EC, 1E, B8]
0	9303	8,5953	Std	209	3	[03, FF, FF]
0	9304	8,5954	Std	8	1	[03]
0	9305	8,5956	Std	10	6	[00, 03, 01, EC, 24, FF]
0	9306	8,5987	Std	281	4	[01, D7, A7, 5D]
0	9307	8,5994	Std	0	1	[55]
0	9308	8,5997	Std	211	6	[00, 03, 01, EC, 20, 10]
0	9309	8,6002	Std	8	1	[03]
0	9310	8,6004	Std	10	6	[00, 03, 01, EC, 26, 56]
0	9311	8,6037	Std	281	4	[01, D7, A7, 5D]
0	9312	8,6044	Std	0	1	[55]
0	9313	8,6047	Std	211	6	[02, 03, 01, EC, 21, 67]
0	9314	8,6052	Std	8	1	[03]
0	9315	8,6054	Std	10	6	[00, 03, 01, EC, 27, AE]
0	9316	8,6087	Std	281	4	[01, D7, A7, 5D]
0	9317	8,6094	Std	0	1	[55]
0	9318	8,6097	Std	211	6	[01, 03, 01, EC, 22, C0]
0	9319	8,6102	Std	8	1	[03]
0	9320	8,6104	Std	10	6	[00, 03, 01, EC, 29, 05]
0	9321	8,6137	Std	281	4	[01, D7, A7, 5E]
0	9322	8,6144	Std	0	1	[55]
0	9323	8,6147	Std	211	6	[02, 03, 01, EC, 24, 16]
0	9324	8,6152	Std	8	1	[03]
0	9325	8,6154	Std	10	6	[00, 03, 01, EC, 2A, 5C]
0	9326	8,6157	Std	209	3	[03, FF, FF]
0	9327	8,6187	Std	281	4	[01, D7, A7, 5D]
0	9328	8,6194	Std	0	1	[55]
0	9329	8,6197	Std	211	6	[01, 03, 01, EC, 25, 6C]
0	9330	8,6202	Std	8	1	[03]
0	9331	8,6204	Std	10	6	[00, 03, 01, EC, 2B, B3]
0	9332	8,6237	Std	281	4	[01, D7, A7, 5D]
0	9333	8,6244	Std	0	1	[55]
0	9334	8,6247	Std	211	6	[02, 03, 01, EC, 26, C2]
0	9335	8,6252	Std	8	1	[03]
0	9336	8,6254	Std	10	6	[00, 03, 01, EC, 2D, 0A]
0	9337	8,6287	Std	281	4	[01, D7, A7, 5D]
0	9338	8,6294	Std	0	1	[55]
0	9339	8,6297	Std	211	6	[01, 03, 01, EC, 28, 19]
0	9340	8,6302	Std	8	1	[03]
0	9341	8,6304	Std	10	6	[00, 03, 01, EC, 2E, 62]
0	9342	8,6337	Std	281	4	[01, D7, A7, 5E]
0	9343	8,6344	Std	0	1	[55]
0	9344	8,6347	Std	211	6	[02, 03, 01, EC, 29, 70]
0	9345	8,6352	Std	8	1	[03]
0	9346	8,6354	Std	10	6	[00, 03, 01, EC, 2F, B9]
0	9347	8,6360	Std	209	3	[03, FF, FF]
0	9348	8,6387	Std	281	4	[01, D7, A7, 5D]
0	9349	8,6394	Std	0	1	[55]
0	9350	8,6397	Std	211	6	[01, 03, 01, EC, 2A, C7]
0	9351	8,6402	Std	8	1	[03]
0	9352	8,6404	Std	10	6	[00, 03, 01, EC, 31, 10]
0	9353	8,6437	Std	281	4	[01, D7, A7, 5D]
0	9354	8,6444	Std	0	1	[55]
0	9355	8,6447	Std	211	6	[02, 03, 01, EC, 2C, 1F]
0	9356	8,6452	Std	8	1	[03]
0	9357	8,6454	Std	10	6	[00, 03, 01, EC, 32, 67]
0	9358	8,6487	Std	281	4	[01, D7, A7, 5D]
0	9359	8,6494	Std	0	1	[55]
0	9360	8,6497	Std	211	6	[00, 03, 01, EC, 2D, 78]
0	9361	8,6502	Std	8	1	[03]
0	9362	8,6504	Std	10	6	[00, 03, 01, EC, 33, BF]
0	9363	8,6537	Std	281	4	[01, D7, A7, 5D]
0	9364	8,6544	Std	0	1	[55]
0	9365	8,6547	Std	211	6	[02, 03, 01, EC, 2E, CF]
0	9366	8,6552	Std	8	1	[03]
0	9367	8,6554	Std	10	6	[00, 03, 01, EC, 35, 16]
0	9368	8,6556	Std	410	4	[1D, 9D, 03, 31]
0	9369	8,6558	Std	411	4	[1D, 9D, 03, 31]
0	9370	8,6565	Std	209	3	[03, FF, FF]
0	9371	8,6587	Std	281	4	[01, D7, A7, 5D]
0	9372	8,6594	Std	0	1	[55]
0	9373	8,6597	Std	211	6	[01, 03, 01, EC, 30, 26]
0	9374	8,6602	Std	8	1	[03]
0	9375	8,6604	Std	10	6	[00, 03, 01, EC, 36, 6D]
0	9376	8,6637	Std	281	4	[01, D7, A7, 5D]
0	9377	8,6644	Std	0	1	[55]
0	9378	8,6647	Std	211	6	[02, 03, 01, EC, 31, 7D]
0	9379	8,6652	Std	8	1	[03]
0	9380	8,6654	Std	10	6	[00, 03, 01, EC, 37, C4]
0	9381	8,6687	Std	281	4	[01, D6, A7, 5D]
0	9382	8,6694	Std	0	1	[55]
0	9383	8,6697	Std	211	6	[01, 03, 01, EC, 32, D5]
0	9384	8,6702	Std	8	1	[03]
0	9385	8,6704	Std	10	6	[00, 03, 01, EC, 39, 1B]
0	9386	8,6737	Std	281	4	[01, D7, A7, 5D]
0	9387	8,6744	Std	0	1	[55]
0	9388	8,6747	Std	211	6	[02, 03, 01, EC, 34, 2B]
0	9389	8,6752	Std	8	1	[03]
0	9390	8,6754	Std	10	6	[00, 03, 01, EC, 3A, 73]
0	9391	8,6768	Std	209	3	[03, FF, FF]
0	9392	8,6787	Std	281	4	[01, D7, A7, 5D]
0	9393	8,6794	Std	0	1	[55]
0	9394	8,6797	Std	211	6	[01, 03, 01, EC, 35, 81]
0	9395	8,6802	Std	8	1	[03]
0	9396	8,6804	Std	10	6	[00, 03, 01, EC, 3B, CA]
0	9397	8,6837	Std	281	4	[01, D7, A7, 5D]
0	9398	8,6844	Std	0	1	[55]
0	9399	8,6847	Std	211	6	[02, 03, 01, EC, 36, D8]
0	9400	8,6852	Std	8	1	[03]
0	9401	8,6854	Std	10	6	[00, 03, 01, EC, 3D, 21]
0	9402	8,6887	Std	281	4	[01, D7, A7, 5D]
0	9403	8,6894	Std	0	1	[55]
0	9404	8,6897	Std	211	6	[01, 03, 01, EC, 38, 30]
0	9405	8,6902	Std	8	1	[03]
0	9406	8,6904	Std	10	6	[00, 03, 01, EC, 3E, 78]
0	9407	8,6937	Std	281	4	[01, D7, A7, 5E]
0	9408	8,6944	Std	0	1	[55]
0	9409	8,6947	Std	211	6	[02, 03, 01, EC, 39, 86]
0	9410	8,6952	Std	8	1	[03]
0	9411	8,6954	Std	10	6	[00, 03, 01, EC, 3F, D0]
0	9412	8,6972	Std	209	3	[03, FF, FF]
0	9413	8,6987	Std	281	4	[01, D7, A7, 5D]
0	9414	8,6994	Std	0	1	[55]
0	9415	8,6997	Std	211	6	[01, 03, 01, EC, 3A, DE]
0	9416	8,7002	Std	8	1	[03]
0	9417	8,7004	Std	10	6	[00, 03, 01, EC, 41, 27]
0	9418	8,7037	Std	281	4	[01, D7, A7, 5D]
0	9419	8,7044	Std	0	1	[55]
0	9420	8,7047	Std	211	6	[02, 03, 01, EC, 3C, 35]
0	9421	8,7052	Std	8	1	[03]
0	9422	8,7054	Std	10	6	[00, 03, 01, EC, 42, 7E]
0	9423	8,7087	Std	281	4	[01, D7, A7, 5D]
0	9424	8,7094	Std	0	1	[55]
0	9425	8,7097	Std	211	6	[01, 03, 01, EC, 3D, 8E]
0	9426	8,7102	Std	8	1	[03]
0	9427	8,7104	Std	10	6	[00, 03, 01, EC, 43, D5]
0	9428	8,7137	Std	281	4	[01, D7, A7, 5D]
0	9429	8,7144	Std	0	1	[55]
0	9430	8,7147	Std	211	6	[02, 03, 01, EC, 3E, E5]
0	9431	8,7152	Std	8	1	[03]
0	9432	8,7154	Std	10	6	[00, 03, 01, EC, 45, 2C]
0	9433	8,7156	Std	408	4	[00, 63, 00, 17]
0	9434	8,7160	Std	409	4	[00, 17, 00, 2D]
0	9435	8,7178	Std	209	3	[03, FF, FF]
0	9436	8,7187	Std	281	4	[01, D7, A7, 5D]
0	9437	8,7194	Std	0	1	[55]
0	9438	8,7197	Std	211	6	[01, 03, 01, EC, 40, 3E]
0	9439	8,7202	Std	8	1	[03]
0	9440	8,7204	Std	10	6	[00, 03, 01, EC, 46, 84]
0	9441	8,7237	Std	281	4	[01, D7, A7, 5D]
0	9442	8,7244	Std	0	1	[55]
0	9443	8,7247	Std	211	6	[02, 03, 01, EC, 41, 94]
0	9444	8,7252	Std	8	1	[03]
